lng,lat,common,datevisit,volunteer,watered,staked,braced,weeded,mulched,pruned,comment
-122.191874,37.767265,Kentucky coffee tree,2019-07-15 11:00:00,WB,yes,yes,yes,no,no,yes,"Plants, owners mulched"
-122.190396,37.766518,ginkgo,2019-07-15 11:00:00,WB,yes,yes,yes,no,no,yes,"Planting stake still attached, plants"
-122.190349,37.766546,ginkgo,2019-07-15 11:00:00,WB,yes,yes,yes,no,no,yes,"Planting stake still attached, plants"
-122.189950,37.770430,Sensation boxelder,2019-07-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.189022,37.763706,tupelo,2019-07-15 11:00:00,WB,yes,yes,yes,yes,yes,No,scraggly
-122.188109,37.764347,Autumn Blaze maple,2019-07-15 11:00:00,WB,yes,yes,yes,no,no,yes,"Plants, owners mulched"
-122.185965,37.765730,Frontier elm,2019-07-15 11:00:00,WB,yes,no,no,no,no,No,"Needs stake and brace removed, major pruning beyond my pay grade. NEEDS MAKEOVER"
-122.185025,37.765614,hybrid madrone,2019-07-15 11:00:00,WB,yes,no,no,no,yes,yes,
-122.184961,37.765487,hybrid madrone,2019-07-15 11:00:00,WB,fair,yes,yes,yes,yes,Yes,
-122.184259,37.767587,American Elm,2019-07-15 11:00:00,WB,fair,yes,yes,yes,yes,yes,
-122.184219,37.767549,Autumn Blaze Red Maple,2019-07-15 11:00:00,WB,fair,yes,yes,yes,yes,yes,
-122.184169,37.767498,American Elm,2019-07-15 11:00:00,WB,fair,yes,yes,yes,yes,yes,
-122.184110,37.767442,Autumn Blaze Red Maple,2019-07-15 11:00:00,WB,fair,yes,yes,yes,yes,yes,
-122.184101,37.767516,Southern magnolia,2019-07-15 11:00:00,WB,fair,yes,yes,yes,yes,yes,
-122.184077,37.767409,red maple,2019-07-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.184007,37.767340,European hornbeam,2019-07-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.183980,37.767309,red maple,2019-07-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,monitor the dieback (as of June 2017)
-122.202184,37.762457,incense cedar,2019-07-15 11:00:00,WB,yes,no,no,no,No,no,"scraggly, weeds"
-122.196532,37.779369,Green Gable tupelo,2019-07-29 11:00:00,WB,yes,no,no,yes,yes,yes,
-122.196525,37.779427,Australian willow,2019-07-29 11:00:00,WB,yes,no,no,lawn,lawn,yes,
-122.196467,37.779343,hybrid madrone,2019-07-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.196419,37.779321,silver linden,2019-07-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.196357,37.779292,Saratoga laurel,2019-07-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.185144,37.756457,silver linden,2019-07-29 11:00:00,WB,yes,yes,Yes,yes,yes,yes,Heat-stressed; needs water
-122.185044,37.756521,silver linden,2019-07-29 11:00:00,WB,yes,yes,Yes,yes,yes,yes,Heat-stressed; needs water
-122.184935,37.756590,silver linden,2019-07-29 11:00:00,WB,yes,yes,Yes,yes,yes,yes,Needs water
-122.184813,37.756668,silver linden,2019-07-29 11:00:00,WB,yes,yes,Yes,yes,yes,yes,
-122.184714,37.756732,silver linden,2019-07-29 11:00:00,WB,yes,yes,Yes,yes,yes,yes,Needs water
-122.179620,37.747624,silver linden,2019-07-29 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,
-122.179452,37.747634,silver linden,2019-07-29 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,
-122.179371,37.747671,silver linden,2019-07-29 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,
-122.178118,37.760681,box elder,2019-07-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.176014,37.753179,American elm,2019-07-29 11:00:00,WB,yes,no,no,no,no,no,"Tree is being loyesed after, did not want to prune against wishes, lava rocks"
-122.173863,37.757413,American elm,2019-07-29 11:00:00,WB,yes,yes,Yes,yes,yes,yes,"Heavy wounding on trunk, could use water."
-122.169877,37.750465,Southern magnolia,2019-07-29 11:00:00,WB,yes,Yes,Yes,no,no,yes,"Planting strip landscaped, did not want to disturb"
-122.169001,37.749938,purple-flowering locust,2019-07-29 11:00:00,WB,Yes,no,no,no,no,yes,Removed suckers. rocks
-122.168115,37.754379,tupelo,2019-07-29 11:00:00,WB,No,Yes,Yes,No,No,No,"DEAD 7/29/19, Weeds"
-122.168050,37.754409,tupelo,2019-07-29 11:00:00,WB,yes,Yes,Yes,yes,yes,yes,"Heavy wounding on trunk, could use water."
-122.160432,37.744143,Chinese flame tree,2019-07-29 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,removed planting stake
-122.160415,37.744096,Chinese flame tree,2019-07-29 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,removed planting stake
-122.160385,37.744026,Chinese flame tree,2019-07-29 11:00:00,WB,Yes,no,no,yes,yes,yes,remove planting stake
-122.190189,37.763579,London plane tree,2019-07-30 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.190151,37.763544,October Glory red maple,2019-07-30 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.190100,37.763492,American elm,2019-07-30 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.190053,37.763446,Red Rage tupelo,2019-07-30 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.174665,37.738759,river birch,2019-07-30 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,
-122.174634,37.738730,river birch,2019-07-30 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,
-122.174592,37.738685,cajeput tree,2019-07-30 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,
-122.174550,37.738642,cajeput tree,2019-07-30 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,
-122.174508,37.738594,river birch,2019-07-30 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,
-122.174467,37.738546,cajeput tree,2019-07-30 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,
-122.174423,37.738500,cajeput tree,2019-07-30 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,
-122.174380,37.738455,river birch,2019-07-30 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,
-122.174338,37.738409,cajeput tree,2019-07-30 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,
-122.174297,37.738363,cajeput tree,2019-07-30 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,
-122.174251,37.738312,river birch,2019-07-30 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,
-122.174220,37.738279,cajeput tree,2019-07-30 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,"In shade of fence, doing well"
-122.174179,37.738235,cajeput tree,2019-07-30 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,Exposed to round-up overspray
-122.174146,37.738191,river birch,2019-07-30 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,Exposed to round-up overspray
-122.174126,37.738164,river birch,2019-07-30 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,Exposed to round-up overspray
-122.248096,37.796464,Saratoga laurel,2019-08-19 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.248065,37.796446,hybrid madrone,2019-08-19 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.247208,37.791438,silver linden,2019-08-19 11:00:00,WB,yes,yes,yes,No,No,yes,lava rocks
-122.243021,37.795118,Shumard red oak,2019-08-19 11:00:00,WB,yes,yes,No,yes,yes,yes,"Pruned strangely when young, removed brace"
-122.240690,37.791565,Chinese flame tree,2019-08-19 11:00:00,WB,yes,yes,yes,yes,Yes,Yes,"Lower limbs yes, loyesing top heavy, may need more significant pruning, black mulch"
-122.230008,37.797113,Chinese pistache,2019-08-19 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.227996,37.793232,Select tupelo,2019-08-19 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.224932,37.805718,red maple,2019-08-19 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.224905,37.805814,red maple,2019-08-19 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.223274,37.803890,Jefferson American elm,2019-08-19 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.223246,37.803966,black maple,2019-08-19 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.217970,37.787731,Autumn Blaze Red Maple,2019-08-19 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.217716,37.805740,hybrid madrone,2019-08-19 11:00:00,WB,Yes,yes,yes,yes,yes,yes,y drip
-122.217568,37.799566,American elm,2019-08-19 11:00:00,WB,yes,yes,yes,no,yes,no,"Notes on tree from 8/8/18, could not locate on 8/19"
-122.217036,37.794753,hybrid madrone,2019-08-19 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.216519,37.799240,,2019-08-19 11:00:00,WB,yes,yes,yes,yes,No,yes,Lava rocks
-122.216155,37.779768,Purple Robe locust,2019-08-19 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.216102,37.779586,Australian willow,2019-08-19 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.216097,37.779714,Purple Robe locust,2019-08-19 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.216066,37.779616,Australian willow,2019-08-19 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.215535,37.801720,silver linden,2019-08-19 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.215292,37.800068,Red Rage tupelo,2019-08-19 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.214529,37.790110,Ginkgo,2019-08-19 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.214302,37.790011,Autumn Blaze Red Maple,2019-08-19 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.213631,37.792210,Emerald Sunshine elm,2019-08-19 11:00:00,WB,yes,yes,yes,yes,No,yes,"owner notified me about spoted leaves. yes, but new growth as well. buckley doesn't sem alarmed 7/13/18. 8/20 tree loyess very bad. dying leaves"
-122.213120,37.800711,red maple,2019-08-19 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.212279,37.792711,Chinese pistache,2019-08-19 11:00:00,WB,yes,yes,yes,yes,yes,yes,"bag weeds, mulch"
-122.212016,37.798470,red maple,2019-08-19 11:00:00,WB,No,yes,yes,yes,yes,yes,
-122.212001,37.798507,red maple,2019-08-19 11:00:00,WB,No,yes,yes,yes,yes,yes,
-122.209442,37.801908,hybrid madrone,2019-08-19 11:00:00,WB,yes,yes,yes,yes,yes,yes,
